x,y,z
-1.2645689580064061,-0.026919288894534377,-3.9115101741451537
-1.271895516271108,-0.027155846610663958,-3.921647393752648
-1.2792409629688832,-0.027393743315964503,-3.9317708909917775
-1.2866052720809589,-0.02763298221208153,-3.941880630612891
-1.2939884175231084,-0.027873566494739994,-3.9519765774150204
-1.3013903731457472,-0.028115499353725863,-3.962058696245993
-1.308811112734026,-0.028358783972876785,-3.9721269520025584
-1.3162506100079112,-0.028603423530077124,-3.9821813096305
-1.3237088386222908,-0.028849421197251614,-3.992221734124761
-1.331185772167052,-0.029096780140350248,-4.002248190529558
-1.3386813841671803,-0.0293455035193371,-4.012260643938505
-1.3461956480828507,-0.029595594488192014,-4.022259059494725
-1.353728537309517,-0.029847056194892092,-4.032243402390977
-1.3612800251780035,-0.030099891781405826,-4.042213637869765
-1.3688500849546017,-0.030354104383686593,-4.052169731223462
-1.3764386898411571,-0.030609697131660923,-4.062111647794428
-1.3840458129751685,-0.030866673149220578,-4.072039352975126
-1.3916714274298758,-0.031125035554212012,-4.081952812208238
-1.399315506214352,-0.03138478745842988,-4.091851990986785
-1.4069780222736024,-0.03164593196761075,-4.101736854854242
-1.4146589484886556,-0.03190847218141744,-4.111607369404666
-1.422358257676655,-0.03217241119343672,-4.121463500282789
-1.4300759225909523,-0.0324377520911669,-4.131305213184153
-1.4378119159212102,-0.032704497956009194,-4.141132473855233
-1.4455662102934876,-0.03297265186326134,-4.1509452480935325
-1.4533387782703344,-0.03324221688211085,-4.160743501747713
-1.461129592350897,-0.03351319607561992,-4.170527200717712
-1.4689386249709977,-0.033785592500719504,-4.180296310954845
-1.4767658485032424,-0.03405940920820708,-4.1900507984619395
-1.4846112352571135,-0.034334649242725855,-4.199790629293439
-1.4924747574790578,-0.03461131564276636,-4.209515769555519
-1.5003563873525962,-0.03488941144066071,-4.219226185406208
-1.5082560969984073,-0.035168939662558026,-4.2289218430554945
-1.5161738584744304,-0.0354499033284331,-4.23860270876545
-1.5241096437759587,-0.035732305452065,-4.2482687488503394
-1.5320634248357412,-0.03601614904104609,-4.257919929676734
-1.5400351735240725,-0.036301437096750926,-4.26755621766363
-1.548024861648899,-0.036588172614343877,-4.2771775792825615
-1.5560324609559042,-0.03687635858276873,-4.286783981057709
-1.56405794312862,-0.03716599798473644,-4.296375389566025
-1.57210127978851,-0.03745709379671839,-4.305951771437335
-1.5801624424950849,-0.037749648988938886,-4.315513093354459
-1.588241402745986,-0.038043666525362854,-4.325059322053326
-1.5963381319770873,-0.038339149363701204,-4.3345904243230775
-1.6044526015625966,-0.03863610045538125,-4.344106367006186
-1.612584782815155,-0.03893452274555892,-4.353607116998575
-1.620734646985937,-0.03923441917309377,-4.363092641249727
-1.628902165264739,-0.039535792670556666,-4.3725629067627825
-1.637087308780096,-0.039838646164211525,-4.382017880594671
-1.6452900485993651,-0.04014298257400879,-4.391457529856218
-1.6535103557288384,-0.04044880481357771,-4.400881821712251
-1.6617482011138325,-0.040756115790223146,-4.410290723381719
-1.6700035556387973,-0.04106491840491205,-4.4196842021377964
-1.678276390127408,-0.0413752155522629,-4.429062225307997
-1.6865666753426793,-0.041687010120549595,-4.438424760274296
-1.6948743819870469,-0.04200030499167954,-4.447771774473218
-1.7031994807024884,-0.042315103041195755,-4.457103235395975
-1.7115419420706084,-0.0426314071382654,-4.46641911058855
-1.7199017366127538,-0.04294922014567192,-4.475719367651832
-1.7282788347901032,-0.04326854491980493,-4.485003974241711
-1.7366732070037778,-0.0435893843106611,-4.494272898069189
-1.7450848235949388,-0.043911741161823975,-4.5035261069005
-1.7535136548448929,-0.044235618310467774,-4.512763568557209
-1.7619596709751897,-0.044561018587342946,-4.521985250916325
-1.7704228421477353,-0.04488794481676933,-4.531191121910417
-1.7789031384648801,-0.04521639981662993,-4.540381149527709
-1.787400529969534,-0.04554638639836399,-4.549555301812205
-1.7959149866452628,-0.04587790736695632,-4.5587135468637845
-1.8044464784163967,-0.04621096552093316,-4.567855852838323
-1.8129949751481282,-0.04654556365235203,-4.576982187947786
-1.821560446646623,-0.04688170454679698,-4.586092520460355
-1.830142862659122,-0.04721939098337031,-4.595186818700518
-1.83874219287404,-0.047558625734681406,-4.604265051049195
-1.8473584069210764,-0.047899411566842194,-4.613327185943828
-1.8559914743713193,-0.04824175123946451,-4.622373191878503
-1.8646413647373479,-0.048585647505642565,-4.63140303740405
-1.873308047473338,-0.048931103111957225,-4.640416691128149
-1.8819914919751715,-0.04927812079845355,-4.649414121715441
-1.8906916675805332,-0.04962670329865171,-4.658395297887639
-1.8994085435690304,-0.04997685333952529,-4.667360188423621
-1.9081420891622822,-0.0503285736414999,-4.676308762159551
-1.916892273524038,-0.050681866918447636,-4.6852409879889745
-1.925659065760279,-0.051036735877672434,-4.69415683486293
-1.9344424349193259,-0.05139318321991493,-4.703056271790058
-1.9432423499919413,-0.05175121163933436,-4.711939267836696
-1.9520587799114455,-0.0521108238235026,-4.720805792126997
-1.9608916935538152,-0.05247202245340365,-4.729655813843025
-1.9697410597377962,-0.05283481020342768,-4.73848930222486
-1.9786068472250056,-0.05319918974134897,-4.747306226570713
-1.987489024720047,-0.05356516372833462,-4.756106556237023
-1.9963875608706054,-0.053932734818928435,-4.764890260638558
-2.0053024242675743,-0.0543019056610516,-4.773657309248528
-2.014233583445148,-0.0546726788959941,-4.782407671598683
-2.023181006880933,-0.05504505715839597,-4.791141317279424
-2.0321446629960622,-0.055419043076259604,-4.799858215939897
-2.041124520155302,-0.05579463927092929,-4.8085583372880984
-2.0501205466671566,-0.05617184835708553,-4.81724165109099
-2.0591327107839787,-0.056550672942740625,-4.825908127174593
-2.068160980702085,-0.056931115629235696,-4.83455773542408
-2.0772053245618634,-0.057313179011228677,-4.843190445783906
-2.0862657104478703,-0.057696865676685985,-4.851806228257883
-2.0953421063889617,-0.058082178206885486,-4.860405052909294
-2.1044344803583854,-0.05846911917640166,-4.868986889861004
-2.1135428002739047,-0.05885769115309439,-4.8775517092955445
-2.1226670339978972,-0.05924789669811485,-4.886099481455227
-2.1318071493374746,-0.05963973836589172,-4.894630176642242
-2.1409631140445873,-0.060033218704117874,-4.903143765218761
-2.15013489581614,-0.06042834025376354,-4.911640217607034
-2.159322462294101,-0.0608251055490496,-4.9201195042894925
-2.168525781065611,-0.06122351711745332,-4.928581595808857
