x,y,z
0.11479584472366787,0.12162879992051495,-0.022460853983956586
0.5870144824205656,0.024294116340952045,1.1664047632936756
0.6755584091872434,0.04181148437702878,-0.22072612116982104
0.5013738825460234,0.055803396920252865,-1.5995748583983902
0.07107098246442911,0.06154509295407756,-2.920951257327049
-0.5996473758444658,0.054764546629682914,-4.137815091202379
-1.4865476387237186,0.03177562686488537,-5.206913064530339
-2.5577201187306216,-0.01041377180805747,-6.090290294966854
-3.7746997320934392,-0.07402090452238314,-6.756624285551098
-5.0938174578257,-0.16043595121410956,-7.182334238309686
-6.467738441866737,-0.2701987387726318,-7.352425252374884
-7.847135345591324,-0.40300387191718035,-7.261035309732546
-9.182439800681449,-0.5577329294955926,-6.911662748388887
-10.42561098217658,-0.7325116728797543,-6.3170628475159205
-11.53185858632071,-0.9247896081322755,-5.498813825562248
-12.461258058921679,-1.1314387494655618,-4.486564549997639
-13.180198831570884,-1.348868050264054,-3.3169881095351204
-13.662611555936195,-1.573149698413457,-2.0324766237705507
-13.89092774593251,-1.8001533110358863,-0.6796227852904433
-13.85673460780164,-2.0256840040714965,0.692457800568882
-13.561098828347777,-2.2456203471176033,2.033902786322738
-13.014545288859537,-2.456048335283086,3.295912707616521
-12.23668959847507,-2.6533877088872804,4.432527135266869
-11.255536473605403,-2.8345072199946015,5.40230116861862
-10.106468786996606,-2.9968257737253547,6.169819451423244
-8.83096403395779,-3.1383967542446563,6.70699077508532
-7.475085508370726,-3.257973273144205,6.994074513926008
-6.0878041974949735,-3.35505254501381,7.020400287609586
-4.719213920602651,-3.4298980952199467,6.78475395148722
-3.4187062768939978,-3.483539032366108,6.295415789944389
-2.2331733676209504,-3.517746166662222,5.569850096774924
-1.2053049682133101,-3.5349853191804717,4.634058613857626
-0.3720429201601312,-3.538348738764261,3.5216230131678614
0.23675082393529895,-3.5314661152787936,2.272473226321996
0.5993645441170397,-3.518397240863735,0.9314284844511237
0.703007761839632,-3.5035089144624405,-0.4534339603965838
0.544256733364152,-3.4913391973727648,-1.832521599262766
0.1291606042645389,-3.4864525957869485,-3.1565166585751827
-0.5269929456941875,-3.4932901560151723,-4.378148157427531
-1.400241303316702,-3.516018794221216,-5.4538824468330125
-2.458817462950866,-3.55838381551377,-6.3454727022224295
-3.664309028725691,-3.6235429828768546,-7.021319782239296
-4.973015945897974,-3.713896747142943,-7.457605706455906
-6.337476422262188,-3.830989099009559,-7.639157255200464
-7.708165697887763,-3.975435927104622,-7.560009484467672
-9.035279273124912,-4.1468873686719565,-7.223643248263451
-10.27053609861569,-4.34402734434692,-6.642883790536147
-11.368936829324902,-4.564610224485401,-5.839460320683707
-12.29041262398972,-4.805533090749831,-4.843238834901458
-13.001302748260963,-5.062940719518807,-3.691152699987868
-13.475604427402704,-5.332359224352715,-2.4258672504589454
-13.695945910260681,-5.608853294486438,-1.0942253752101325
-13.654243362286802,-5.88720118647855,0.2544696962091192
-13.352013706496905,-6.162081087337233,1.5702709077911505
-12.800328479191926,-6.428262179303546,2.804434742423641
-12.01940767176472,-6.68079369792646,3.911228695308482
-11.037866825802697,-6.915185475063709,4.849628684606981
-9.891644719605742,-7.127573877126323,5.584839752823438
-8.622652191515968,-7.314867659052966,6.089579836558416
-7.277194361087871,-7.474869023326311,6.345075508511059
-5.904260690558418,-7.606335258673078,6.34173622063797
-4.554005228358953,-7.708837316108704,6.079517550360374
-3.275750024512201,-7.783133635759583,5.567888036489604
-2.1159828247649988,-7.831362272457947,4.8253921636014745
-1.1167110369714808,-7.856925088489475,3.8788757446085986
-0.3140156364953537,-7.86429419214741,2.7624439487253873
0.2631608552299126,-7.858750530318822,1.5161983788031719
0.593963679123902,-7.846069311499511,0.18479952572731828
0.6662920285265941,-7.832170903180997,-1.1840984025876717
0.4771691283151479,-7.822758585023519,-2.541493170378404
0.03280998163730553,-7.822965835662419,-3.838713640623478
-0.6516130097907584,-7.837035558469231,-5.029085174491799
-1.5524999236915258,-7.868051814751311,-6.06953391484696
-2.638635333963173,-7.917741368888096,-6.922082381578834
-3.8722618367477715,-7.986357912919927,-7.555189027104188
-5.210386557930642,-8.07265657099299,-7.94488551840323
-6.606283676656737,-8.173960582055292,-8.075668081739888
-8.01114731620501,-8.286316331004114,-7.941103801275704
-9.375840722498785,-8.404727530044545,-7.544119729177893
-10.652680148489328,-8.52345467680608,-6.8969522777912005
-11.797186091214007,-8.63636219380401,-6.020746597956527
-12.76973133287979,-8.737293059833984,-4.944810166316461
-13.537015405231218,-8.820449363612513,-3.705540947183879
-14.07329924451895,-8.880757043261164,-2.34506729514931
-14.361342268942462,-8.91419404405172,-0.9096530138546202
-14.392996855587297,-8.918063087202182,0.5520646676739214
-14.169431752597387,-8.891192999764534,1.990925360332366
-13.70097542286418,-8.834055883214482,3.3590985933641506
-13.006591360115786,-8.748791060900002,4.611853118011325
-12.113018414855748,-8.639130526246,5.70916063390071
-11.053628307711742,-8.510224352491685,6.617062867549144
-9.867067978166485,-8.368368151867779,7.308747055413845
-8.595764587406144,-8.220638253282848,7.765295303738924
-7.284374605508338,-8.074444038731482,7.9760964577562055
-5.978254746500532,-7.937011259344721,7.938933120919261
-4.72202153320586,-7.814815709742639,7.659779246051789
-3.5582487229137967,-7.71299396578948,7.152363175521611
-2.5263292714785233,-7.634767347738683,6.437565148732907
-1.6615032828833367,-7.58092658356456,5.542725338326411
